x,Left_1,Right_1,Left_2,Right_2,Left_3,Right_3,Left_4,Right_4,Left_5,Right_5,Left_avg,Right_avg
61.6,5903.01639,5994.12022,5803.80952,5834.47619,5392,5424,4768,4760,1796,1768,4732.56518,4756.11928
61.7,5918.22951,6009.68306,5820.44444,5851.55556,5392,5424,4768,4760,1796,1768,4738.93479,4762.64772
61.8,5933.44262,6025.2459,5837.07937,5868.63492,5392,5424,4768,4760,1796,1768,4745.3044,4769.17616
61.9,5948.65574,6040.80874,5853.71429,5885.71429,5392,5424,4768,4760,1796,1768,4751.674,4775.70461
62,5963.86885,6056.37158,5870.34921,5902.79365,5392,5424,4768,4760,1796,1768,4758.04361,4782.23305
62.1,5979.08197,6071.93443,5886.98413,5919.87302,5392,5424,4768,4760,1796,1768,4764.41322,4788.76149
62.2,5994.29508,6087.49727,5903.61905,5936.95238,5392,5424,4768,4760,1796,1768,4770.78283,4795.28993
62.3,6009.5082,6103.06011,5920.25397,5954.03175,5392,5424,4768,4760,1796,1768,4777.15243,4801.81837
62.4,6024.72131,6118.62295,5936.88889,5971.11111,5392,5424,4768,4760,1796,1768,4783.52204,4808.34681
62.5,6039.93443,6134.18579,5953.52381,5988.19048,5392,5424,4768,4760,1796,1768,4789.89165,4814.87525
62.6,6055.14754,6149.74863,5970.15873,6005.26984,5392,5424,4768,4760,1796,1768,4796.26125,4821.4037
62.7,6070.36066,6165.31148,5986.79365,6022.34921,5392,5424,4768,4760,1796,1768,4802.63086,4827.93214
62.8,6085.57377,6180.87432,6003.42857,6039.42857,5392,5424,4768,4760,1796,1768,4809.00047,4834.46058
62.9,6100.78689,6196.43716,6020.06349,6056.50794,5392,5424,4768,4760,1796,1768,4815.37008,4840.98902
63,6116,6212,6036.69841,6073.5873,5392,5424,4768,4760,1796,1768,4821.73968,4847.51746
63.1,6135.62264,6231.4717,6053.33333,6090.66667,5392,5424,4768,4760,1796,1768,4828.99119,4854.82767
63.2,6155.24528,6250.9434,6069.96825,6107.74603,5392,5424,4768,4760,1796,1768,4836.24271,4862.13789
63.3,6174.86792,6270.41509,6086.60317,6124.8254,5392,5424,4768,4760,1796,1768,4843.49422,4869.4481
63.4,6194.49057,6289.88679,6103.2381,6141.90476,5392,5424,4768,4760,1796,1768,4850.74573,4876.75831
63.5,6214.11321,6309.35849,6119.87302,6158.98413,5392,5424,4768,4760,1796,1768,4857.99724,4884.06852
63.6,6233.73585,6328.83019,6136.50794,6176.06349,5392,5424,4768,4760,1796,1768,4865.24876,4891.37874
63.7,6253.35849,6348.30189,6153.14286,6193.14286,5392,5424,4768,4760,1796,1768,4872.50027,4898.68895
63.8,6272.98113,6367.77358,6169.77778,6210.22222,5392,5424,4768,4760,1796,1768,4879.75178,4905.99916
63.9,6292.60377,6387.24528,6186.4127,6227.30159,5392,5424,4768,4760,1796,1768,4887.00329,4913.30937
64,6312.22642,6406.71698,6203.04762,6244.38095,5392,5424,4768,4760,1796,1768,4894.25481,4920.61959
64.1,6331.84906,6426.18868,6219.68254,6261.46032,5392,5424,4768,4760,1796,1768,4901.50632,4927.9298
64.2,6351.4717,6445.66038,6236.31746,6278.53968,5392,5424,4768,4760,1796,1768,4908.75783,4935.24001
64.3,6371.09434,6465.13208,6252.95238,6295.61905,5392,5424,4768,4760,1796,1768,4916.00934,4942.55022
64.4,6390.71698,6484.60377,6269.5873,6312.69841,5392,5424,4768,4760,1796,1768,4923.26086,4949.86044
64.5,6410.33962,6504.07547,6286.22222,6329.77778,5392,5424,4768,4760,1796,1768,4930.51237,4957.17065
64.6,6429.96226,6523.54717,6302.85714,6346.85714,5392,5424,4768,4760,1796,1768,4937.76388,4964.48086
64.7,6449.58491,6543.01887,6319.49206,6363.93651,5392,5424,4768,4760,1796,1768,4945.01539,4971.79108
64.8,6469.20755,6562.49057,6336.12698,6381.01587,5392,5424,4768,4760,1796,1768,4952.26691,4979.10129
64.9,6488.83019,6581.96226,6352.7619,6398.09524,5392,5424,4768,4760,1796,1768,4959.51842,4986.4115
65,6508.45283,6601.43396,6369.39683,6415.1746,5392,5424,4768,4760,1796,1768,4966.76993,4993.72171
65.1,6528.07547,6620.90566,6386.03175,6432.25397,5392,5424,4768,4760,1796,1768,4974.02144,5001.03193
65.2,6547.69811,6640.37736,6402.66667,6449.33333,5392,5424,4768,4760,1796,1768,4981.27296,5008.34214
65.3,6567.32075,6659.84906,6419.30159,6466.4127,5392,5424,4768,4760,1796,1768,4988.52447,5015.65235
65.4,6586.9434,6679.32075,6435.93651,6483.49206,5392,5424,4768,4760,1796,1768,4995.77598,5022.96256
65.5,6606.56604,6698.79245,6452.57143,6500.57143,5392,5424,4768,4760,1796,1768,5003.02749,5030.27278
65.6,6626.18868,6718.26415,6469.20635,6517.65079,5392,5424,4768,4760,1796,1768,5010.27901,5037.58299
65.7,6645.81132,6737.73585,6485.84127,6534.73016,5392,5424,4768,4760,1796,1768,5017.53052,5044.8932
65.8,6665.43396,6757.20755,6502.47619,6551.80952,5392,5424,4768,4760,1796,1768,5024.78203,5052.20341
65.9,6685.0566,6776.67925,6519.11111,6568.88889,5392,5424,4768,4760,1796,1768,5032.03354,5059.51363
66,6704.67925,6796.15094,6535.74603,6585.96825,5392,5424,4768,4760,1796,1768,5039.28506,5066.82384
66.1,6724.30189,6815.62264,6552.38095,6603.04762,5392,5424,4768,4760,1796,1768,5046.53657,5074.13405
66.2,6743.92453,6835.09434,6569.01587,6620.12698,5392,5424,4768,4760,1796,1768,5053.78808,5081.44426
66.3,6763.54717,6854.56604,6585.65079,6637.20635,5392,5424,4768,4760,1796,1768,5061.03959,5088.75448
66.4,6783.16981,6874.03774,6602.28571,6654.28571,5392,5424,4768,4760,1796,1768,5068.29111,5096.06469
66.5,6802.79245,6893.50943,6618.92063,6671.36508,5392,5424,4768,4760,1796,1768,5075.54262,5103.3749
66.6,6822.41509,6912.98113,6635.55556,6688.44444,5392,5424,4768,4760,1796,1768,5082.79413,5110.68512
66.7,6842.03774,6932.45283,6652.19048,6705.52381,5392,5424,4768,4760,1796,1768,5090.04564,5117.99533
66.8,6861.66038,6951.92453,6668.8254,6722.60317,5392,5424,4768,4760,1796,1768,5097.29715,5125.30554
66.9,6881.28302,6971.39623,6685.46032,6739.68254,5392,5424,4768,4760,1796,1768,5104.54867,5132.61575
67,6900.90566,6990.86792,6702.09524,6756.7619,5392,5424,4768,4760,1796,1768,5111.80018,5139.92597
67.1,6920.5283,7010.33962,6718.73016,6773.84127,5392,5424,4768,4760,1796,1768,5119.05169,5147.23618
67.2,6940.15094,7029.81132,6735.36508,6790.92063,5392,5424,4768,4760,1796,1768,5126.3032,5154.54639
67.3,6959.77358,7049.28302,6752,6808,5392,5424,4768,4760,1796,1768,5133.55472,5161.8566
67.4,6979.39623,7068.75472,6752,6808,5392,5424,4768,4760,1796,1768,5137.47925,5165.75094
67.5,6999.01887,7088.22642,6752,6808,5392,5424,4768,4760,1796,1768,5141.40377,5169.64528
67.6,7018.64151,7107.69811,6752,6808,5392,5424,4768,4760,1796,1768,5145.3283,5173.53962
67.7,7038.26415,7127.16981,6752,6808,5392,5424,4768,4760,1796,1768,5149.25283,5177.43396
67.8,7057.88679,7146.64151,6752,6808,5392,5424,4768,4760,1796,1768,5153.17736,5181.3283
67.9,7077.50943,7166.11321,6752,6808,5392,5424,4768,4760,1796,1768,5157.10189,5185.22264
68,7097.13208,7185.58491,6752,6808,5392,5424,4768,4760,1796,1768,5161.02642,5189.11698
68.1,7116.75472,7205.0566,6752,6808,5392,5424,4768,4760,1796,1768,5164.95094,5193.01132
68.2,7136.37736,7224.5283,6752,6808,5392,5424,4768,4760,1796,1768,5168.87547,5196.90566
68.3,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.4,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.5,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.6,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.7,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.8,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
68.9,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.1,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.2,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.3,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.4,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.5,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.6,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.7,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.8,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.9,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70.1,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70.2,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70.3,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.3,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.4,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.5,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.6,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.7,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.8,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
69.9,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70.1,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
70.2,7156,7244,6752,6808,5392,5424,4768,4760,1796,1768,5172.8,5200.8
