theta,Left_1,Right_1,Left_2,Right_2,Left_3,Right_3,Left_4,Right_4,Left_5,Right_5,Left_avg,Right_avg
-0.29,1516,1668,1402,1558,1368,1516,1456,1596,1288,1488,1406,1565.2
-0.3,1504,1652,1384,1536,1360,1506.66667,1438,1578,1278.66667,1470.66667,1392.93333,1548.66667
-0.31,1492,1636,1372,1518.66667,1352,1497.33333,1420,1560,1269.33333,1453.33333,1381.06667,1533.06667
-0.32,1482,1614,1360,1501.33333,1344,1488,1417.33333,1545.33333,1260,1436,1372.66667,1516.93333
-0.33,1472,1592,1348,1484,1340,1468,1414.66667,1530.66667,1246,1412,1364.13333,1497.33333
-0.34,1465.33333,1578.66667,1344.8,1470.4,1336,1448,1412,1516,1232,1388,1358.02667,1480.21333
-0.35,1458.66667,1565.33333,1341.6,1456.8,1332,1436,1402,1500,1224,1370,1351.65333,1465.62667
-0.36,1452,1552,1338.4,1443.2,1328,1424,1392,1484,1216,1352,1345.28,1451.04
-0.37,1442,1532,1335.2,1429.6,1324,1412,1386,1468,1204,1334,1338.24,1435.12
-0.38,1432,1512,1332,1416,1320,1400,1380,1452,1192,1316,1331.2,1419.2
-0.39,1428,1498,1326,1400,1317.6,1392,1375.2,1441.6,1186,1300,1326.56,1406.32
-0.4,1424,1484,1320,1384,1315.2,1384,1370.4,1431.2,1180,1284,1321.92,1393.44
-0.41,1417.33333,1476,1316,1372,1312.8,1376,1365.6,1420.8,1174.66667,1272,1317.28,1383.36
-0.42,1410.66667,1468,1312,1360,1310.4,1368,1360.8,1410.4,1169.33333,1260,1312.64,1373.28
-0.43,1404,1460,1308,1353.33333,1308,1360,1356,1400,1164,1248,1308,1364.26667
-0.44,1408,1452,1304,1346.66667,1308,1346,1354,1390,1156,1236,1306,1354.13333
-0.45,1412,1444,1300,1340,1308,1332,1352,1380,1148,1224,1304,1344
-0.46,1412,1436,1300.8,1332,1310.4,1326.4,1353.33333,1372,1144,1211,1304.10667,1335.48
-0.47,1412,1428,1301.6,1324,1312.8,1320.8,1354.66667,1364,1140,1198,1304.21333,1326.96
-0.48,1412,1420,1302.4,1316,1315.2,1315.2,1356,1356,1136,1185,1304.32,1318.44
-0.49,1412,1412,1303.2,1308,1317.6,1309.6,1356,1350,1132,1172,1304.16,1310.32
-0.5,1414,1406,1304,1300,1320,1304,1356,1344,1129.33333,1165.33333,1304.66667,1303.86667
-0.51,1416,1400,1292,1280,1316,1300,1360,1340,1126.66667,1158.66667,1302.13333,1295.73333
-0.52,1424,1398,1296,1278.66667,1312,1296,1364,1336,1124,1152,1304,1292.13333
-0.53,1432,1396,1300,1277.33333,1320,1294,1366,1330,1122,1144,1308,1288.26667
-0.54,1434.66667,1396,1304,1276,1328,1292,1368,1324,1120,1136,1310.93333,1284.8
-0.55,1437.33333,1396,1312,1274,1328,1288,1375.2,1324,1122,1130,1314.90667,1282.4
-0.56,1440,1396,1320,1272,1328,1284,1382.4,1324,1124,1124,1318.88,1280
-0.57,1452,1398,1326,1272,1333.33333,1282.66667,1389.6,1324,1128,1122,1325.78667,1279.73333
-0.58,1464,1400,1332,1272,1338.66667,1281.33333,1396.8,1324,1132,1120,1332.69333,1279.46667
-0.59,1474,1402,1338,1270,1344,1280,1404,1324,1136,1114,1339.2,1278
-0.6,1484,1404,1344,1268,1354,1280,1414,1328,1140,1108,1347.2,1277.6
-0.61,1502,1408,1349.33333,1269.33333,1364,1280,1424,1332,1144,1108,1356.66667,1279.46667
-0.62,1520,1412,1354.66667,1270.66667,1378,1286,1433.33333,1334.66667,1148,1108,1366.8,1282.26667
-0.63,1525.33333,1414.66667,1360,1272,1392,1292,1442.66667,1337.33333,1160,1110,1376,1285.2
-0.64,1530.66667,1417.33333,1372,1274,1402,1296,1452,1340,1172,1112,1385.73333,1287.86667
-0.65,1536,1420,1384,1276,1412,1300,1470,1346,1180,1114,1396.4,1291.2
-0.66,1550,1426,1400,1280,1432,1308,1488,1352,1188,1116,1411.6,1296.4
-0.67,1564,1432,1416,1284,1452,1316,1500,1362,1196.8,1118.4,1425.76,1302.48
-0.68,1582.4,1440.8,1427,1290,1467,1325,1512,1372,1205.6,1120.8,1438.8,1309.72
-0.69,1600.8,1449.6,1438,1296,1482,1334,1525.33333,1376,1214.4,1123.2,1452.10667,1315.76
-0.7,1619.2,1458.4,1449,1302,1497,1343,1538.66667,1380,1223.2,1125.6,1465.41333,1321.8
-0.71,1637.6,1467.2,1460,1308,1512,1352,1552,1384,1232,1128,1478.72,1327.84
-0.72,1656,1476,1482,1314,1522.66667,1358.66667,1566,1394,1242,1132,1493.73333,1334.93333
-0.73,1674,1492,1504,1320,1533.33333,1365.33333,1580,1404,1252,1136,1508.66667,1343.46667
-0.74,1692,1508,1516,1332,1544,1372,1604,1416,1264,1140,1524,1353.6
-0.75,1713.33333,1518.66667,1528,1344,1568,1384,1628,1428,1276,1144,1542.66667,1363.73333
-0.76,1734.66667,1529.33333,1546,1356,1592,1396,1641.33333,1437.33333,1292,1150,1561.2,1373.73333
-0.77,1756,1540,1564,1368,1618,1412,1654.66667,1446.66667,1308,1156,1580.13333,1384.53333
-0.78,1790,1558,1578.66667,1373.33333,1644,1428,1668,1456,1324,1160,1600.93333,1395.06667
-0.79,1824,1576,1593.33333,1378.66667,1678,1444,1696,1470,1340,1164,1626.26667,1406.53333
-0.8,1847.2,1590.4,1608,1384,1712,1460,1724,1484,1350,1174,1648.24,1418.48
-0.81,1870.4,1604.8,1637,1398,1734.4,1474.4,1753,1499,1360,1184,1670.96,1432.04
-0.82,1893.6,1619.2,1666,1412,1756.8,1488.8,1782,1514,1369.33333,1188,1693.54667,1444.4
-0.83,1916.8,1633.6,1695,1426,1779.2,1503.2,1811,1529,1378.66667,1192,1716.13333,1456.76
-0.84,1940,1648,1724,1440,1801.6,1517.6,1840,1544,1388,1196,1738.72,1469.12
-0.85,1980,1670,1748,1460,1824,1532,1874,1558,1436,1216,1772.4,1487.2
-0.86,2020,1692,1772,1480,1852,1548,1908,1572,1449.33333,1222.66667,1800.26667,1502.93333
-0.87,2056,1714,1818,1502,1880,1564,1938,1596,1462.66667,1229.33333,1830.93333,1521.06667
-0.88,2092,1736,1864,1524,1926,1590,1968,1620,1476,1236,1865.2,1541.2
-0.89,2134,1768,1890.66667,1541.33333,1972,1616,2000,1642,1496,1248,1898.53333,1563.06667
-0.9,2176,1800,1917.33333,1558.66667,2001.33333,1636,2032,1664,1516,1260,1928.53333,1583.73333
-0.91,2234,1830,1944,1576,2030.66667,1656,2078,1690,1540,1270,1965.33333,1604.4
-0.92,2292,1860,1978,1604,2060,1676,2124,1716,1564,1280,2003.6,1627.2
-0.93,2332.8,1888,2012,1632,2117,1710,2161.6,1739.2,1592,1297,2043.08,1653.24
-0.94,2373.6,1916,2053.6,1656.8,2174,1744,2199.2,1762.4,1620,1314,2084.08,1678.64
-0.95,2414.4,1944,2095.2,1681.6,2231,1778,2236.8,1785.6,1648,1331,2125.08,1704.04
-0.96,2455.2,1972,2136.8,1706.4,2288,1812,2274.4,1808.8,1676,1348,2166.08,1729.44
-0.97,2496,2000,2178.4,1731.2,2333.33333,1842.66667,2312,1832,1712,1366,2206.34667,1754.37333
-0.98,2564,2032,2220,1756,2378.66667,1873.33333,2368,1866,1748,1384,2255.73333,1782.26667
-0.99,2632,2064,2276,1794,2424,1904,2424,1900,1774,1406,2306,1813.6
-1,2704,2114,2332,1832,2490,1948,2486,1938,1800,1428,2362.4,1852
-1.01,2776,2164,2410,1876,2556,1992,2548,1976,1838,1450,2425.6,1891.6
-1.02,2833.33333,2197.33333,2488,1920,2605.33333,2022.66667,2589.33333,2001.33333,1876,1472,2478.4,1922.66667
-1.03,2890.66667,2230.66667,2536,1946.66667,2654.66667,2053.33333,2630.66667,2026.66667,1918,1494,2526,1950.26667
-1.04,2948,2264,2584,1973.33333,2704,2084,2672,2052,1960,1516,2573.6,1977.86667
-1.05,3032,2320,2632,2000,2800,2138,2754,2100,2004,1544,2644.4,2020.4
-1.06,3116,2376,2698,2050,2896,2192,2836,2148,2048,1572,2718.8,2067.6
